name,description,url,type,usage_count
Titan Memory Server,"This tool is a cutting-edge memory engine that blends real-time learning, persistent three-tier context awareness, and seamless LLM integration to continuously evolve and enrich your AI’s intelligence.",https://smithery.ai/server/@henryhawke/mcp-titan,Remote,
Source Map Parser,Parse JavaScript error stack traces back to the original source code and extract relevant context information. Help developers quickly locate and fix issues by mapping errors to their source. Utilize batch parsing and context extraction for enhanced debugging capabilities.,https://smithery.ai/server/@MasonChow/source-map-parser-mcp,Remote,
wcgw,"Empower chat applications to code, build, and run on your local machine.",https://smithery.ai/server/@lekt9/wcgw,Remote,
Glif MCP Server,"Run AI workflows seamlessly with glif.app. Access detailed glif information, execute workflows with inputs, and manage user profiles effortlessly. Enhance your applications with rich metadata and powerful tools for AI-driven tasks.",https://smithery.ai/server/@glifxyz/glif-mcp-server,Remote,
Azure DevOps Integration Server,"Integrate seamlessly with Azure DevOps to manage work items, repositories, pipelines, and more. Enhance your Cline experience by automating tasks and retrieving data directly from Azure DevOps services. Streamline your development workflow with powerful tools at your fingertips.",https://smithery.ai/server/@RainyCodeWizard/azure-devops-mcp-server-1,Local,
Heimdall,Heimdall is a lightweight service to manage local MCP Servers and authorize specific tools across MCP clients. Learn more at https://github.com/shinzo-labs/heimdall.,https://smithery.ai/server/@shinzo-labs/heimdall,Remote,
Binance Trading Server,This MCP Server provides comprehensive integration with Binance's spot and futures trading operations.,https://smithery.ai/server/mcp-server-cex-bn,Remote,
Didlogic MCP Server,"Interact with Didlogic services seamlessly through a standardized interface. Manage your SIP accounts, transactions, and call history effortlessly while leveraging the full power of the Didlogic API. Enhance your LLM capabilities with specialized prompts for common operations.",https://smithery.ai/server/@UserAd/didlogic_mcp,Remote,
MCP Server,Integrate your applications with real-world data and tools seamlessly. Enhance your workflows by allowing your language models to interact with external resources and perform actions dynamically. Experience a standardized and secure way to bridge LLMs with various data sources and functionalities.,https://smithery.ai/server/@yunlonghu988/mcp-server-git-2,Remote,
Supabase Server,"A Model Context Protocol server for interacting with Supabase databases, storage, and edge functions.",https://smithery.ai/server/supabase-server,Remote,
MarkItDown MCP Server,Convert various file formats to Markdown using the MarkItDown utility.,https://smithery.ai/server/@KorigamiK/markitdown_mcp_server,Remote,
PipeRun MCP,"Integrate AI models with the PipeRun CRM API to perform operations like managing contacts, deals, and generating reports. Streamline your CRM interactions and enhance data analysis with customizable prompt templates. Leverage advanced diagnostics and configuration options for optimal server performance.",https://smithery.ai/server/@dinhogehm/piperun-mcp,Remote,
Sleep Tool,"Pause execution for a specified duration to control the flow of your agents. Enhance your automation by introducing timed delays, ensuring tasks are executed in the desired sequence. Ideal for managing workflows that require waiting periods between actions.",https://smithery.ai/server/@AgentsWorkingTogether/mcp-sleep,Remote,
Android ADB Server,"Manage your Android devices effortlessly through ADB commands. Install, uninstall, and control applications, as well as perform screen and input operations directly from your server. Simplify device management and enhance automation with powerful tools at your fingertips.",https://smithery.ai/server/@github-hewei/mcp-android-adb-server,Local,
Local Network MCP,Access local network service interfaces seamlessly. Send requests and check the health status of services within your local network effortlessly. Enhance your applications with reliable local network capabilities.,https://smithery.ai/server/@prodzhang/localnetwork,Remote,
MCP Forge,Generate new MCP servers effortlessly with customizable templates. Streamline your development process with Cursor IDE integration and easy deployment instructions for Smithery.,https://smithery.ai/server/@chromewillow/mcp-forge,Remote,
UNHCR Demographics Server,"Fetch refugee demographic statistics from the UNHCR API. Access and filter data by year, country of origin, and country of asylum to gain insights into refugee trends. Simplify your data retrieval process with a straightforward JSON interface.",https://smithery.ai/server/@rvibek/mcp_demographics,Remote,
PubTator Server,Access and analyze biomedical literature with ease. Utilize advanced annotation and relationship mining capabilities to enhance your research and insights. Streamline your workflow by programmatically searching and exporting literature data through a user-friendly interface.,https://smithery.ai/server/@JackKuo666/pubtator-mcp-server,Remote,
Deep Research,Search the web for information effortlessly. Leverage the power of the Tavily API to enhance your research capabilities with maximum efficiency. Configure your search parameters and get started quickly with this intuitive tool.,https://smithery.ai/server/@baranwang/mcp-deep-research,Remote,
Hosted MCP,Integrate and extend LLM capabilities with external data and tools.,https://smithery.ai/server/@opportunity-co/hostedmcp,Remote,
OpenRouter Multimodal Server,Leverage advanced chat and image analysis capabilities to enhance your applications. Engage in multimodal conversations and analyze images with custom queries seamlessly. Optimize your workflows with smart model selection and performance enhancements.,https://smithery.ai/server/@stabgan/openrouter-mcp-multimodal,Remote,
G Suite Integration,Interact with Google products like Gmail and Calendar.,https://smithery.ai/server/@alBERT-launcher/mcp-gsuite-albert,Remote,
SingleStore MCP Server,"Interact with SingleStore databases using a standardized protocol. Execute queries, describe schemas, and generate ER diagrams effortlessly.",https://smithery.ai/server/@madhukarkumar/singlestore-mcp-server,Remote,
UML Model Context Protocol,Integrate UML modeling capabilities into your applications. Enhance your projects with dynamic UML diagram generation and manipulation features. Streamline your design process and improve collaboration with visual representations of your systems.,https://smithery.ai/server/@antoinebou12/uml,Remote,
Stripe Server,Integrate payment processing and customer management with Stripe.,https://smithery.ai/server/@atharvagupta2003/mcp-stripe,Remote,
MCP Development Framework,"Create custom tools to interact with large language models effortlessly. Enhance your Cursor IDE with advanced features like web content fetching, PDF document processing, and Word document parsing. Streamline your workflow and automate tasks with ease.",https://smithery.ai/server/@aigo666/mcp-framework,Remote,
DevEnvInfoServer,"PLEASE RUN LOCALLY:
This project implements a Cursor Model Context Protocol (MCP) server that provides detailed information about your development environment to the Cursor code editor. By leveraging this server, Cursor's intelligent agent can gain a deeper understanding of your system's configuration, installed tools, and running processes, enabling more context-aware and helpful assistance.",https://smithery.ai/server/@carterlasalle/system_information_mcp,Local,
