url,name,description
,Canvas Server,"Manage your academic life effortlessly. Get a comprehensive dashboard of your courses, assignments, and academic progress, all in one place. Stay organized with reminders for upcoming and past due assignments, and easily search through your coursework."
,,
,My MCP Project,Integrate your applications with external data and tools seamlessly. Enhance your workflows by leveraging real-world data and actions through a standardized protocol. Experience dynamic interactions with your LLMs and external resources effortlessly.
,,
,Azure DevOps Integration Server,"Integrate seamlessly with Azure DevOps to manage work items, repositories, pipelines, and more. Enhance your Cline experience by automating tasks and retrieving data directly from Azure DevOps services. Streamline your development workflow with powerful tools at your fingertips."
,,
,Binance Trading Server,This MCP Server provides comprehensive integration with Binance's spot and futures trading operations.
,,
,Didlogic MCP Server,"Interact with Didlogic services seamlessly through a standardized interface. Manage your SIP accounts, transactions, and call history effortlessly while leveraging the full power of the Didlogic API. Enhance your LLM capabilities with specialized prompts for common operations."
,,
,WordPress MCP,Integrate WordPress with advanced model context capabilities. Enhance your applications by leveraging real-time data and tools seamlessly within your WordPress environment.
,,
,Supabase Server,"A Model Context Protocol server for interacting with Supabase databases, storage, and edge functions."
,,
,MarkItDown MCP Server,Convert various file formats to Markdown using the MarkItDown utility.
,,
,Azure DevOps Integration Server,"Integrate seamlessly with Azure DevOps to manage work items, repositories, and pipelines. Enhance your Cline experience by automating tasks and retrieving data directly from Azure DevOps services. Streamline your development workflow with powerful tools at your fingertips."
,,
,Android ADB Server,"Manage your Android devices effortlessly through ADB commands. Install, uninstall, and control applications, as well as perform screen and input operations directly from your server. Simplify device management and enhance automation with powerful tools at your fingertips."
,,
,AIClaude,"Enhance your applications with advanced language processing capabilities. Leverage AI to understand and generate human-like text, enabling smarter interactions and automation. Transform your workflows with powerful AI-driven insights and responses."
,,
,Automate GUI Testing and Control,"Control mouse movements, simulate keyboard input, and take screenshots effortlessly. Enhance your applications with automated GUI testing capabilities across multiple platforms. Streamline your workflow by integrating GUI automation into your projects with ease."
,,
,Ghost MCP Server,"Interact with your Ghost blog through LLM interfaces. Manage posts, users, members, and more with secure access."
,,
,PubTator Server,Access and analyze biomedical literature with ease. Utilize advanced annotation and relationship mining capabilities to enhance your research and insights. Streamline your workflow by programmatically searching and exporting literature data through a user-friendly interface.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,FigmaMind,"Extract components from Figma and transform them into a standardized JSON format for AI-driven interface reconstruction. Simplify your design workflow by automating the extraction and processing of Figma components, enabling seamless integration with applications. Enhance your design-to-code pipeline with organized and normalized component data."
,,
,Hosted MCP,Integrate and extend LLM capabilities with external data and tools.
,,
,OpenRouter Multimodal Server,Leverage advanced chat and image analysis capabilities to enhance your applications. Engage in multimodal conversations and analyze images with custom queries seamlessly. Optimize your workflows with smart model selection and performance enhancements.
,,
,G Suite Integration,Interact with Google products like Gmail and Calendar.
,,
,SingleStore MCP Server,"Interact with SingleStore databases using a standardized protocol. Execute queries, describe schemas, and generate ER diagrams effortlessly."
