search_query,name,description,url,type,usage_count
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Home Assistant Integration,"Control your Home Assistant devices effortlessly using AI assistants. Search for entities and manage devices with simple commands, enhancing your smart home experience. Streamline your interactions with Home Assistant through natural language processing.",https://smithery.ai/server/@hpohlmann/home-assistant-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Port MCP Server,Integrate seamlessly with Port.io's AI agent to trigger actions and receive responses. Enhance your applications by leveraging the capabilities of Port.io's AI through a simple and efficient interface. Start automating tasks and improving workflows with ease.,https://smithery.ai/server/@port-experimental/port-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Blender Integration,"Connect Claude AI to Blender for prompt-assisted 3D modeling and scene manipulation. Create, modify, and control 3D objects and materials directly from Claude, enhancing your creative workflow. Execute Python code in Blender seamlessly to automate tasks and streamline your projects.",https://smithery.ai/server/@ahujasid/blender-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP Maker,Create new Model Context Protocol servers effortlessly. Utilize templates and tools to scaffold your MCP projects with essential components and configurations. Streamline your development process and integrate seamlessly with Claude Desktop.,https://smithery.ai/server/@CaptainCrouton89/mcp-maker,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Integration App Server,Exposes tools powered by Integration App.,https://smithery.ai/server/@integration-app/mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Houdini Integration,"Connect Claude AI to Houdini for prompt-assisted 3D modeling, scene creation, and simulation setup. Control and manipulate Houdini nodes, create geometry, and execute Python code directly from Claude, enhancing your creative workflow.",https://smithery.ai/server/@capoom/houdini-mcp,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MongoDB MCP Server,"Enable LLMs to interact seamlessly with MongoDB databases. Query collections, manage data, and inspect schemas using natural language commands. Streamline your database operations and enhance your applications with powerful data management capabilities.",https://smithery.ai/server/@nickiiitu/MongoDB-Model-Context-Protocol-MCP-,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,Cadwin95 Server,Integrate advanced data processing and tool invocation capabilities.,https://smithery.ai/server/@cadwin95/cadwin95,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MCP RAG Server,Enable your AI agents to retrieve and generate information using a vector database for enhanced context. Seamlessly integrate with GitHub to extract Move files and leverage LLMs for intelligent responses. Simplify your workflow with a powerful server that enhances document retrieval and generation capabilities.,https://smithery.ai/server/@ProbonoBonobo/sui-mcp-server,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,CrewAI Studio,"Interact with CrewAI effortlessly through a user-friendly interface. No coding is required, making it accessible for everyone to utilize AI tools and knowledge sources. Enhance your workflows with custom tools and multi-platform support.",https://smithery.ai/server/@jorbecalona/crewai-studio,Local,
integrate applications with real-world data and diverse tools using Model Context Protocols for enhanced AI functionality,MyMCP Server,Integrate various tools and services for enhanced AI-powered workflows.,https://smithery.ai/server/@nguyenvanduocit/all-in-one-developer,Local,
